technique_id,is_subtechnique,parent_id,name,tactics,tactic_ids,platforms,data_components,detection_guidance,mitigations,url,description
T1505.003,Yes,T1505,Web Shell,Persistence,TA0003,Linux; macOS; Network Devices; Windows,,,M1018 User Account Management | M1042 Disable or Remove Feature or Program,https://attack.mitre.org/techniques/T1505/003,Adversaries may backdoor web servers with web shells to establish persistent access to systems. A Web shell is a Web script that is placed on an openly accessible Web server to allow an adversary to access the Web server as a gateway into a network. A Web shell may provide a set of functions to execute or a command-line interface on the system that hosts the Web server.(Citation: volexity_0day_sophos_FW)
T1505.004,Yes,T1505,IIS Components,Persistence,TA0003,Windows,,,M1026 Privileged Account Management | M1038 Execution Prevention | M1045 Code Signing | M1047 Audit,https://attack.mitre.org/techniques/T1505/004,"Adversaries may install malicious components that run on Internet Information Services (IIS) web servers to establish persistence. IIS provides several mechanisms to extend the functionality of the web servers. For example, Internet Server Application Programming Interface (ISAPI) extensions and filters can be installed to examine and/or modify incoming and outgoing IIS web requests. Extensions and filters are deployed as DLL files that export three functions: <code>Get{Extension/Filter}Version</code>, <code>Http{Extension/Filter}Proc</code>, and (optionally) <code>Terminate{Extension/Filter}<"
T1505.005,Yes,T1505,Terminal Services DLL,Persistence,TA0003,Windows,,,M1024 Restrict Registry Permissions | M1047 Audit,https://attack.mitre.org/techniques/T1505/005,"Adversaries may abuse components of Terminal Services to enable persistent access to systems. Microsoft Terminal Services, renamed to Remote Desktop Services in some Windows Server OSs as of 2022, enable remote terminal connections to hosts. Terminal Services allows servers to transmit a full, interactive, graphical user interface to clients via RDP.(Citation: Microsoft Remote Desktop Services)"
T1505.006,Yes,T1505,vSphere Installation Bundles,Persistence,TA0003,ESXi,,,M1045 Code Signing | M1046 Boot Integrity | M1047 Audit,https://attack.mitre.org/techniques/T1505/006,"Adversaries may abuse vSphere Installation Bundles (VIBs) to establish persistent access to ESXi hypervisors. VIBs are collections of files used for software distribution and virtual system management in VMware environments. Since ESXi uses an in-memory filesystem where changes made to most files are stored in RAM rather than in persistent storage, these modifications are lost after a reboot. However, VIBs can be used to create startup tasks, apply custom firewall rules, or deploy binaries that persist across reboots. Typically, administrators use VIBs for updates and system maintenance."
T1518,No,,Software Discovery,Discovery,TA0007,ESXi; IaaS; Linux; macOS; Windows,,,,https://attack.mitre.org/techniques/T1518,"Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from [Software Discovery](https://attack.mitre.org/techniques/T1518) during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions."
T1518.001,Yes,T1518,Security Software Discovery,Discovery,TA0007,IaaS; Linux; macOS; Windows,,,,https://attack.mitre.org/techniques/T1518/001,"Adversaries may attempt to get a listing of security software, configurations, defensive tools, and sensors that are installed on a system or in a cloud environment. This may include things such as cloud monitoring agents and anti-virus. Adversaries may use the information from [Security Software Discovery](https://attack.mitre.org/techniques/T1518/001) during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions."
T1518.002,Yes,T1518,Backup Software Discovery,Discovery,TA0007,Windows; macOS; Linux,,,,https://attack.mitre.org/techniques/T1518/002,"Adversaries may attempt to get a listing of backup software or configurations that are installed on a system. Adversaries may use this information to shape follow-on behaviors, such as [Data Destruction](https://attack.mitre.org/techniques/T1485), [Inhibit System Recovery](https://attack.mitre.org/techniques/T1490), or [Data Encrypted for Impact](https://attack.mitre.org/techniques/T1486).  "
T1525,No,,Implant Internal Image,Persistence,TA0003,IaaS; Containers,,,M1026 Privileged Account Management | M1045 Code Signing | M1047 Audit,https://attack.mitre.org/techniques/T1525,"Adversaries may implant cloud or container images with malicious code to establish persistence after gaining access to an environment. Amazon Web Services (AWS) Amazon Machine Images (AMIs), Google Cloud Platform (GCP) Images, and Azure Images as well as popular container runtimes such as Docker can be implanted or backdoored. Unlike [Upload Malware](https://attack.mitre.org/techniques/T1608/001), this technique focuses on adversaries implanting an image in a registry within a victim’s environment. Depending on how the infrastructure is provisioned, this could provide persistent access if the "
T1526,No,,Cloud Service Discovery,Discovery,TA0007,IaaS; Identity Provider; Office Suite; SaaS,,,,https://attack.mitre.org/techniques/T1526,"An adversary may attempt to enumerate the cloud services running on a system after gaining access. These methods can differ from platform-as-a-service (PaaS), to infrastructure-as-a-service (IaaS), or software-as-a-service (SaaS). Many services exist throughout the various cloud providers and can include Continuous Integration and Continuous Delivery (CI/CD), Lambda Functions, Entra ID, etc. They may also include security services, such as AWS GuardDuty and Microsoft Defender for Cloud, and logging services, such as AWS CloudTrail and Google Cloud Audit Logs."
T1528,No,,Steal Application Access Token,Credential Access,TA0006,Containers; IaaS; Identity Provider; Office Suite; SaaS,,,M1017 User Training | M1018 User Account Management | M1021 Restrict Web-Based Content | M1047 Audit,https://attack.mitre.org/techniques/T1528,Adversaries can steal application access tokens as a means of acquiring credentials to access remote systems and resources.
T1529,No,,System Shutdown/Reboot,Impact,TA0040,ESXi; Linux; macOS; Network Devices; Windows,,,,https://attack.mitre.org/techniques/T1529,"Adversaries may shutdown/reboot systems to interrupt access to, or aid in the destruction of, those systems. Operating systems may contain commands to initiate a shutdown/reboot of a machine or network device. In some cases, these commands may also be used to initiate a shutdown/reboot of a remote computer or network device via [Network Device CLI](https://attack.mitre.org/techniques/T1059/008) (e.g. <code>reload</code>).(Citation: Microsoft Shutdown Oct 2017)(Citation: alert_TA18_106A) They may also include shutdown/reboot of a virtual machine via hypervisor / cloud consoles or command line t"
T1530,No,,Data from Cloud Storage,Collection,TA0009,IaaS; Office Suite; SaaS,,,M1018 User Account Management | M1022 Restrict File and Directory Permissions | M1032 Multi-factor Authentication | M1037 Filter Network Traffic | M1041 Encrypt Sensitive Information | M1047 Audit,https://attack.mitre.org/techniques/T1530,Adversaries may access data from cloud storage.
T1531,No,,Account Access Removal,Impact,TA0040,Linux; macOS; Windows; SaaS; IaaS; Office Suite; ESXi,,,,https://attack.mitre.org/techniques/T1531,"Adversaries may interrupt availability of system and network resources by inhibiting access to accounts utilized by legitimate users. Accounts may be deleted, locked, or manipulated (ex: changed credentials, revoked permissions for SaaS platforms such as Sharepoint) to remove access to accounts.(Citation: Obsidian Security SaaS Ransomware June 2023) Adversaries may also subsequently log off and/or perform a [System Shutdown/Reboot](https://attack.mitre.org/techniques/T1529) to set malicious changes into place.(Citation: CarbonBlack LockerGoga 2019)(Citation: Unit42 LockerGoga 2019)"
T1534,No,,Internal Spearphishing,Lateral Movement,TA0008,Linux; macOS; Office Suite; SaaS; Windows,,,,https://attack.mitre.org/techniques/T1534,"After they already have access to accounts or systems within the environment, adversaries may use internal spearphishing to gain access to additional information or compromise other users within the same organization. Internal spearphishing is multi-staged campaign where a legitimate account is initially compromised either by controlling the user's device or by compromising the account credentials of the user. Adversaries may then attempt to take advantage of the trusted internal account to increase the likelihood of tricking more victims into falling for phish attempts, often incorporating [I"
